Sexo;Sección;Nacionalidad;Total
Mujeres;3306601041;China;1
Mujeres;3306601041;Pakistán;0
Mujeres;3306601041;Oceanía y Apátridas;0
Mujeres;3306601042;Total Población;593
Mujeres;3306601042;Españoles;567
Mujeres;3306601042;Total Extranjeros;26
Mujeres;3306601042;Total Unión Europea;8
Mujeres;3306601042;Alemania;0
Mujeres;3306601042;Bulgaria;2
Mujeres;3306601042;Francia;1
Mujeres;3306601042;Italia;1
Mujeres;3306601042;Polonia;0
Mujeres;3306601042;Portugal;1
Mujeres;3306601042;Rumanía;3
Mujeres;3306601042;Total Resto de Europa;1
Mujeres;3306601042;Reino Unido;0
Mujeres;3306601042;Rusia;0
Mujeres;3306601042;Ucrania;1
Mujeres;3306601042;Total África;1
Mujeres;3306601042;Argelia;0
Mujeres;3306601042;Marruecos;0
Mujeres;3306601042;Nigeria;0
Mujeres;3306601042;Senegal;0
Mujeres;3306601042;Total América;16
Mujeres;3306601042;Argentina;2
Mujeres;3306601042;Bolivia;0
Mujeres;3306601042;Brasil;2
Mujeres;3306601042;Chile;1
Mujeres;3306601042;Colombia;1
Mujeres;3306601042;Cuba;0
Mujeres;3306601042;Ecuador;3
Mujeres;3306601042;Paraguay;4
Mujeres;3306601042;Perú;0
Mujeres;3306601042;República Dominicana;1
Mujeres;3306601042;Uruguay;0
Mujeres;3306601042;Venezuela;2
Mujeres;3306601042;Total Asia;0
Mujeres;3306601042;China;0
Mujeres;3306601042;Pakistán;0
Mujeres;3306601042;Oceanía y Apátridas;0
Mujeres;3306701001;Total Población;385
Mujeres;3306701001;Españoles;376
Mujeres;3306701001;Total Extranjeros;9
Mujeres;3306701001;Total Unión Europea;1
Mujeres;3306701001;Alemania;0
Mujeres;3306701001;Bulgaria;0
Mujeres;3306701001;Francia;0
Mujeres;3306701001;Italia;0
Mujeres;3306701001;Polonia;0
Mujeres;3306701001;Portugal;1
Mujeres;3306701001;Rumanía;0
Mujeres;3306701001;Total Resto de Europa;1
Mujeres;3306701001;Reino Unido;1
Mujeres;3306701001;Rusia;0
Mujeres;3306701001;Ucrania;0
Mujeres;3306701001;Total África;1
Mujeres;3306701001;Argelia;0
Mujeres;3306701001;Marruecos;1
Mujeres;3306701001;Nigeria;0
Mujeres;3306701001;Senegal;0
Mujeres;3306701001;Total América;6
Mujeres;3306701001;Argentina;1
Mujeres;3306701001;Bolivia;0
Mujeres;3306701001;Brasil;0
Mujeres;3306701001;Chile;0
Mujeres;3306701001;Colombia;3
Mujeres;3306701001;Cuba;0
Mujeres;3306701001;Ecuador;0
Mujeres;3306701001;Paraguay;1
Mujeres;3306701001;Perú;0
Mujeres;3306701001;República Dominicana;0
Mujeres;3306701001;Uruguay;0
Mujeres;3306701001;Venezuela;0
Mujeres;3306701001;Total Asia;0
Mujeres;3306701001;China;0
Mujeres;3306701001;Pakistán;0
Mujeres;3306701001;Oceanía y Apátridas;0
Mujeres;3306801001;Total Población;453
Mujeres;3306801001;Españoles;442
Mujeres;3306801001;Total Extranjeros;11
Mujeres;3306801001;Total Unión Europea;7
Mujeres;3306801001;Alemania;0
Mujeres;3306801001;Bulgaria;0
Mujeres;3306801001;Francia;0
Mujeres;3306801001;Italia;0
Mujeres;3306801001;Polonia;1
Mujeres;3306801001;Portugal;1
Mujeres;3306801001;Rumanía;4
Mujeres;3306801001;Total Resto de Europa;0
Mujeres;3306801001;Reino Unido;0
Mujeres;3306801001;Rusia;0
Mujeres;3306801001;Ucrania;0
Mujeres;3306801001;Total África;0
Mujeres;3306801001;Argelia;0
Mujeres;3306801001;Marruecos;0
Mujeres;3306801001;Nigeria;0
Mujeres;3306801001;Senegal;0
Mujeres;3306801001;Total América;4
Mujeres;3306801001;Argentina;0
Mujeres;3306801001;Bolivia;0
Mujeres;3306801001;Brasil;1
Mujeres;3306801001;Chile;0
Mujeres;3306801001;Colombia;1
Mujeres;3306801001;Cuba;0
Mujeres;3306801001;Ecuador;0
Mujeres;3306801001;Paraguay;0
Mujeres;3306801001;Perú;0
Mujeres;3306801001;República Dominicana;0
Mujeres;3306801001;Uruguay;0
Mujeres;3306801001;Venezuela;0
Mujeres;3306801001;Total Asia;0
Mujeres;3306801001;China;0
Mujeres;3306801001;Pakistán;0
Mujeres;3306801001;Oceanía y Apátridas;0
Mujeres;3306901001;Total Población;593
Mujeres;3306901001;Españoles;581
Mujeres;3306901001;Total Extranjeros;12
Mujeres;3306901001;Total Unión Europea;2
Mujeres;3306901001;Alemania;0
Mujeres;3306901001;Bulgaria;0
Mujeres;3306901001;Francia;0
Mujeres;3306901001;Italia;2
Mujeres;3306901001;Polonia;0
Mujeres;3306901001;Portugal;0
Mujeres;3306901001;Rumanía;0
Mujeres;3306901001;Total Resto de Europa;1
Mujeres;3306901001;Reino Unido;0
Mujeres;3306901001;Rusia;0
Mujeres;3306901001;Ucrania;1
Mujeres;3306901001;Total África;1
Mujeres;3306901001;Argelia;0
Mujeres;3306901001;Marruecos;1
Mujeres;3306901001;Nigeria;0
Mujeres;3306901001;Senegal;0
Mujeres;3306901001;Total América;6
Mujeres;3306901001;Argentina;0
Mujeres;3306901001;Bolivia;1
Mujeres;3306901001;Brasil;0
Mujeres;3306901001;Chile;1
Mujeres;3306901001;Colombia;1
Mujeres;3306901001;Cuba;0
Mujeres;3306901001;Ecuador;0
Mujeres;3306901001;Paraguay;0
Mujeres;3306901001;Perú;1
Mujeres;3306901001;República Dominicana;0
Mujeres;3306901001;Uruguay;0
Mujeres;3306901001;Venezuela;1
Mujeres;3306901001;Total Asia;2
Mujeres;3306901001;China;1
Mujeres;3306901001;Pakistán;0
Mujeres;3306901001;Oceanía y Apátridas;0
Mujeres;3306901002;Total Población;524
Mujeres;3306901002;Españoles;511
Mujeres;3306901002;Total Extranjeros;13
Mujeres;3306901002;Total Unión Europea;7
Mujeres;3306901002;Alemania;1
Mujeres;3306901002;Bulgaria;0
Mujeres;3306901002;Francia;0
Mujeres;3306901002;Italia;1
Mujeres;3306901002;Polonia;1
Mujeres;3306901002;Portugal;0
Mujeres;3306901002;Rumanía;2
Mujeres;3306901002;Total Resto de Europa;0
Mujeres;3306901002;Reino Unido;0
Mujeres;3306901002;Rusia;0
Mujeres;3306901002;Ucrania;0
Mujeres;3306901002;Total África;2
Mujeres;3306901002;Argelia;0
Mujeres;3306901002;Marruecos;1
Mujeres;3306901002;Nigeria;0
Mujeres;3306901002;Senegal;0
Mujeres;3306901002;Total América;4
Mujeres;3306901002;Argentina;0
Mujeres;3306901002;Bolivia;0
Mujeres;3306901002;Brasil;1
Mujeres;3306901002;Chile;0
Mujeres;3306901002;Colombia;1
Mujeres;3306901002;Cuba;0
Mujeres;3306901002;Ecuador;0
Mujeres;3306901002;Paraguay;0
Mujeres;3306901002;Perú;0
Mujeres;3306901002;República Dominicana;0
Mujeres;3306901002;Uruguay;0
Mujeres;3306901002;Venezuela;0
Mujeres;3306901002;Total Asia;0
Mujeres;3306901002;China;0
Mujeres;3306901002;Pakistán;0
Mujeres;3306901002;Oceanía y Apátridas;0
Mujeres;3306901004;Total Población;326
Mujeres;3306901004;Españoles;321
Mujeres;3306901004;Total Extranjeros;5
Mujeres;3306901004;Total Unión Europea;2
Mujeres;3306901004;Alemania;0
Mujeres;3306901004;Bulgaria;0
Mujeres;3306901004;Francia;0
Mujeres;3306901004;Italia;0
Mujeres;3306901004;Polonia;0
Mujeres;3306901004;Portugal;0
Mujeres;3306901004;Rumanía;2
Mujeres;3306901004;Total Resto de Europa;0
Mujeres;3306901004;Reino Unido;0
Mujeres;3306901004;Rusia;0
Mujeres;3306901004;Ucrania;0
Mujeres;3306901004;Total África;0
Mujeres;3306901004;Argelia;0
Mujeres;3306901004;Marruecos;0
Mujeres;3306901004;Nigeria;0
Mujeres;3306901004;Senegal;0
Mujeres;3306901004;Total América;3
Mujeres;3306901004;Argentina;0
Mujeres;3306901004;Bolivia;2
Mujeres;3306901004;Brasil;0
Mujeres;3306901004;Chile;0
Mujeres;3306901004;Colombia;0
Mujeres;3306901004;Cuba;0
Mujeres;3306901004;Ecuador;0
Mujeres;3306901004;Paraguay;0
Mujeres;3306901004;Perú;0
Mujeres;3306901004;República Dominicana;0
Mujeres;3306901004;Uruguay;0
Mujeres;3306901004;Venezuela;0
Mujeres;3306901004;Total Asia;0
Mujeres;3306901004;China;0
Mujeres;3306901004;Pakistán;0
Mujeres;3306901004;Oceanía y Apátridas;0
Mujeres;3306901005;Total Población;508
Mujeres;3306901005;Españoles;500
Mujeres;3306901005;Total Extranjeros;8
Mujeres;3306901005;Total Unión Europea;3
Mujeres;3306901005;Alemania;1
Mujeres;3306901005;Bulgaria;0
Mujeres;3306901005;Francia;0
Mujeres;3306901005;Italia;0
Mujeres;3306901005;Polonia;0
Mujeres;3306901005;Portugal;0
Mujeres;3306901005;Rumanía;2
Mujeres;3306901005;Total Resto de Europa;0
Mujeres;3306901005;Reino Unido;0
Mujeres;3306901005;Rusia;0
Mujeres;3306901005;Ucrania;0
Mujeres;3306901005;Total África;0
Mujeres;3306901005;Argelia;0
Mujeres;3306901005;Marruecos;0
Mujeres;3306901005;Nigeria;0
Mujeres;3306901005;Senegal;0
Mujeres;3306901005;Total América;4
Mujeres;3306901005;Argentina;0
Mujeres;3306901005;Bolivia;0
Mujeres;3306901005;Brasil;2
Mujeres;3306901005;Chile;0
Mujeres;3306901005;Colombia;0
Mujeres;3306901005;Cuba;0
Mujeres;3306901005;Ecuador;0
Mujeres;3306901005;Paraguay;0
Mujeres;3306901005;Perú;1
Mujeres;3306901005;República Dominicana;1
Mujeres;3306901005;Uruguay;0
Mujeres;3306901005;Venezuela;0
Mujeres;3306901005;Total Asia;1
Mujeres;3306901005;China;1
Mujeres;3306901005;Pakistán;0
Mujeres;3306901005;Oceanía y Apátridas;0
Mujeres;3307001001;Total Población;857
Mujeres;3307001001;Españoles;826
Mujeres;3307001001;Total Extranjeros;31
Mujeres;3307001001;Total Unión Europea;6
Mujeres;3307001001;Alemania;0
Mujeres;3307001001;Bulgaria;1
Mujeres;3307001001;Francia;0
Mujeres;3307001001;Italia;0
Mujeres;3307001001;Polonia;0
Mujeres;3307001001;Portugal;1
Mujeres;3307001001;Rumanía;2
Mujeres;3307001001;Total Resto de Europa;0
Mujeres;3307001001;Reino Unido;0
Mujeres;3307001001;Rusia;0
Mujeres;3307001001;Ucrania;0
Mujeres;3307001001;Total África;0
Mujeres;3307001001;Argelia;0
Mujeres;3307001001;Marruecos;0
Mujeres;3307001001;Nigeria;0
Mujeres;3307001001;Senegal;0
Mujeres;3307001001;Total América;24
Mujeres;3307001001;Argentina;0
Mujeres;3307001001;Bolivia;0
Mujeres;3307001001;Brasil;3
Mujeres;3307001001;Chile;0
Mujeres;3307001001;Colombia;2
Mujeres;3307001001;Cuba;0
Mujeres;3307001001;Ecuador;0
Mujeres;3307001001;Paraguay;0
Mujeres;3307001001;Perú;0
Mujeres;3307001001;República Dominicana;3
Mujeres;3307001001;Uruguay;2
Mujeres;3307001001;Venezuela;0
Mujeres;3307001001;Total Asia;1
Mujeres;3307001001;China;0
Mujeres;3307001001;Pakistán;0
Mujeres;3307001001;Oceanía y Apátridas;0
Mujeres;3307001002;Total Población;445
Mujeres;3307001002;Españoles;433
Mujeres;3307001002;Total Extranjeros;12
Mujeres;3307001002;Total Unión Europea;2
Mujeres;3307001002;Alemania;0
Mujeres;3307001002;Bulgaria;0
Mujeres;3307001002;Francia;1
Mujeres;3307001002;Italia;0
Mujeres;3307001002;Polonia;0
Mujeres;3307001002;Portugal;0
Mujeres;3307001002;Rumanía;1
Mujeres;3307001002;Total Resto de Europa;2
Mujeres;3307001002;Reino Unido;2
Mujeres;3307001002;Rusia;0
Mujeres;3307001002;Ucrania;0
Mujeres;3307001002;Total África;0
Mujeres;3307001002;Argelia;0
Mujeres;3307001002;Marruecos;0
Mujeres;3307001002;Nigeria;0
Mujeres;3307001002;Senegal;0
Mujeres;3307001002;Total América;8
Mujeres;3307001002;Argentina;0
Mujeres;3307001002;Bolivia;0
Mujeres;3307001002;Brasil;0
Mujeres;3307001002;Chile;0
Mujeres;3307001002;Colombia;0
Mujeres;3307001002;Cuba;0
Mujeres;3307001002;Ecuador;0
Mujeres;3307001002;Paraguay;4
Mujeres;3307001002;Perú;0
Mujeres;3307001002;República Dominicana;0
Mujeres;3307001002;Uruguay;1
Mujeres;3307001002;Venezuela;0
Mujeres;3307001002;Total Asia;0
Mujeres;3307001002;China;0
Mujeres;3307001002;Pakistán;0
Mujeres;3307001002;Oceanía y Apátridas;0
Mujeres;3307001003;Total Población;586
Mujeres;3307001003;Españoles;577
Mujeres;3307001003;Total Extranjeros;9
Mujeres;3307001003;Total Unión Europea;2
Mujeres;3307001003;Alemania;0
Mujeres;3307001003;Bulgaria;0
Mujeres;3307001003;Francia;1
Mujeres;3307001003;Italia;1
Mujeres;3307001003;Polonia;0
Mujeres;3307001003;Portugal;0
Mujeres;3307001003;Rumanía;0
Mujeres;3307001003;Total Resto de Europa;1
Mujeres;3307001003;Reino Unido;0
Mujeres;3307001003;Rusia;1
Mujeres;3307001003;Ucrania;0
Mujeres;3307001003;Total África;0
Mujeres;3307001003;Argelia;0
Mujeres;3307001003;Marruecos;0
Mujeres;3307001003;Nigeria;0
Mujeres;3307001003;Senegal;0
Mujeres;3307001003;Total América;6
Mujeres;3307001003;Argentina;0
Mujeres;3307001003;Bolivia;0
Mujeres;3307001003;Brasil;1
Mujeres;3307001003;Chile;0
Mujeres;3307001003;Colombia;0
Mujeres;3307001003;Cuba;1
Mujeres;3307001003;Ecuador;0
Mujeres;3307001003;Paraguay;0
Mujeres;3307001003;Perú;0
Mujeres;3307001003;República Dominicana;0
Mujeres;3307001003;Uruguay;0
Mujeres;3307001003;Venezuela;0
Mujeres;3307001003;Total Asia;0
Mujeres;3307001003;China;0
Mujeres;3307001003;Pakistán;0
Mujeres;3307001003;Oceanía y Apátridas;0
Mujeres;3307101001;Total Población;313
Mujeres;3307101001;Españoles;301
Mujeres;3307101001;Total Extranjeros;12
Mujeres;3307101001;Total Unión Europea;0
Mujeres;3307101001;Alemania;0
Mujeres;3307101001;Bulgaria;0
Mujeres;3307101001;Francia;0
Mujeres;3307101001;Italia;0
Mujeres;3307101001;Polonia;0
Mujeres;3307101001;Portugal;0
Mujeres;3307101001;Rumanía;0
Mujeres;3307101001;Total Resto de Europa;4
Mujeres;3307101001;Reino Unido;4
Mujeres;3307101001;Rusia;0
Mujeres;3307101001;Ucrania;0
Mujeres;3307101001;Total África;0
Mujeres;3307101001;Argelia;0
Mujeres;3307101001;Marruecos;0
Mujeres;3307101001;Nigeria;0
Mujeres;3307101001;Senegal;0
Mujeres;3307101001;Total América;7
Mujeres;3307101001;Argentina;0
Mujeres;3307101001;Bolivia;0
Mujeres;3307101001;Brasil;0
Mujeres;3307101001;Chile;0
Mujeres;3307101001;Colombia;0
Mujeres;3307101001;Cuba;0
Mujeres;3307101001;Ecuador;0
Mujeres;3307101001;Paraguay;3
Mujeres;3307101001;Perú;0
Mujeres;3307101001;República Dominicana;0
Mujeres;3307101001;Uruguay;0
Mujeres;3307101001;Venezuela;0
Mujeres;3307101001;Total Asia;1
Mujeres;3307101001;China;0
Mujeres;3307101001;Pakistán;0
Mujeres;3307101001;Oceanía y Apátridas;0
Mujeres;3307201001;Total Población;473
Mujeres;3307201001;Españoles;450
Mujeres;3307201001;Total Extranjeros;23
Mujeres;3307201001;Total Unión Europea;6
Mujeres;3307201001;Alemania;1
Mujeres;3307201001;Bulgaria;1
Mujeres;3307201001;Francia;0
Mujeres;3307201001;Italia;0
Mujeres;3307201001;Polonia;2
Mujeres;3307201001;Portugal;1
Mujeres;3307201001;Rumanía;1
Mujeres;3307201001;Total Resto de Europa;5
Mujeres;3307201001;Reino Unido;2
Mujeres;3307201001;Rusia;0
Mujeres;3307201001;Ucrania;0
Mujeres;3307201001;Total África;1
Mujeres;3307201001;Argelia;0
Mujeres;3307201001;Marruecos;0
Mujeres;3307201001;Nigeria;0
Mujeres;3307201001;Senegal;1
Mujeres;3307201001;Total América;11
Mujeres;3307201001;Argentina;0
Mujeres;3307201001;Bolivia;0
Mujeres;3307201001;Brasil;3
Mujeres;3307201001;Chile;0
Mujeres;3307201001;Colombia;2
Mujeres;3307201001;Cuba;0
Mujeres;3307201001;Ecuador;0
Mujeres;3307201001;Paraguay;1
Mujeres;3307201001;Perú;0
Mujeres;3307201001;República Dominicana;0
Mujeres;3307201001;Uruguay;2
Mujeres;3307201001;Venezuela;1
Mujeres;3307201001;Total Asia;0
Mujeres;3307201001;China;0
Mujeres;3307201001;Pakistán;0
Mujeres;3307201001;Oceanía y Apátridas;0
Mujeres;3307201003;Total Población;237
Mujeres;3307201003;Españoles;234
Mujeres;3307201003;Total Extranjeros;3
Mujeres;3307201003;Total Unión Europea;2
Mujeres;3307201003;Alemania;0
Mujeres;3307201003;Bulgaria;0
Mujeres;3307201003;Francia;0
Mujeres;3307201003;Italia;0
Mujeres;3307201003;Polonia;0
Mujeres;3307201003;Portugal;0
Mujeres;3307201003;Rumanía;2
Mujeres;3307201003;Total Resto de Europa;0
Mujeres;3307201003;Reino Unido;0
Mujeres;3307201003;Rusia;0
Mujeres;3307201003;Ucrania;0
Mujeres;3307201003;Total África;0
Mujeres;3307201003;Argelia;0
Mujeres;3307201003;Marruecos;0
Mujeres;3307201003;Nigeria;0
Mujeres;3307201003;Senegal;0
Mujeres;3307201003;Total América;0
Mujeres;3307201003;Argentina;0
Mujeres;3307201003;Bolivia;0
Mujeres;3307201003;Brasil;0
Mujeres;3307201003;Chile;0
Mujeres;3307201003;Colombia;0
Mujeres;3307201003;Cuba;0
Mujeres;3307201003;Ecuador;0
Mujeres;3307201003;Paraguay;0
Mujeres;3307201003;Perú;0
Mujeres;3307201003;República Dominicana;0
Mujeres;3307201003;Uruguay;0
Mujeres;3307201003;Venezuela;0
Mujeres;3307201003;Total Asia;1
Mujeres;3307201003;China;0
Mujeres;3307201003;Pakistán;0
Mujeres;3307201003;Oceanía y Apátridas;0
Mujeres;3307301001;Total Población;553
Mujeres;3307301001;Españoles;525
Mujeres;3307301001;Total Extranjeros;28
Mujeres;3307301001;Total Unión Europea;7
Mujeres;3307301001;Alemania;0
Mujeres;3307301001;Bulgaria;0
Mujeres;3307301001;Francia;0
Mujeres;3307301001;Italia;0
Mujeres;3307301001;Polonia;0
Mujeres;3307301001;Portugal;0
Mujeres;3307301001;Rumanía;7
Mujeres;3307301001;Total Resto de Europa;1
Mujeres;3307301001;Reino Unido;0
Mujeres;3307301001;Rusia;0
Mujeres;3307301001;Ucrania;1
Mujeres;3307301001;Total África;5
Mujeres;3307301001;Argelia;0
Mujeres;3307301001;Marruecos;5
Mujeres;3307301001;Nigeria;0
Mujeres;3307301001;Senegal;0
Mujeres;3307301001;Total América;15
Mujeres;3307301001;Argentina;0
Mujeres;3307301001;Bolivia;0
Mujeres;3307301001;Brasil;4
Mujeres;3307301001;Chile;0
Mujeres;3307301001;Colombia;4
Mujeres;3307301001;Cuba;1
Mujeres;3307301001;Ecuador;0
Mujeres;3307301001;Paraguay;5
Mujeres;3307301001;Perú;0
Mujeres;3307301001;República Dominicana;1
Mujeres;3307301001;Uruguay;0
Mujeres;3307301001;Venezuela;0
Mujeres;3307301001;Total Asia;0
Mujeres;3307301001;China;0
Mujeres;3307301001;Pakistán;0
Mujeres;3307301001;Oceanía y Apátridas;0
Mujeres;3307301002;Total Población;663
Mujeres;3307301002;Españoles;614
Mujeres;3307301002;Total Extranjeros;49
Mujeres;3307301002;Total Unión Europea;15
Mujeres;3307301002;Alemania;0
Mujeres;3307301002;Bulgaria;0
Mujeres;3307301002;Francia;0
Mujeres;3307301002;Italia;0
Mujeres;3307301002;Polonia;3
Mujeres;3307301002;Portugal;1
Mujeres;3307301002;Rumanía;11
Mujeres;3307301002;Total Resto de Europa;1
Mujeres;3307301002;Reino Unido;0
Mujeres;3307301002;Rusia;0
Mujeres;3307301002;Ucrania;1
Mujeres;3307301002;Total África;19
Mujeres;3307301002;Argelia;0
Mujeres;3307301002;Marruecos;19
Mujeres;3307301002;Nigeria;0
Mujeres;3307301002;Senegal;0
Mujeres;3307301002;Total América;14
Mujeres;3307301002;Argentina;0
Mujeres;3307301002;Bolivia;0
Mujeres;3307301002;Brasil;5
Mujeres;3307301002;Chile;0
Mujeres;3307301002;Colombia;4
Mujeres;3307301002;Cuba;0
Mujeres;3307301002;Ecuador;0
Mujeres;3307301002;Paraguay;4
Mujeres;3307301002;Perú;0
Mujeres;3307301002;República Dominicana;0
Mujeres;3307301002;Uruguay;0
Mujeres;3307301002;Venezuela;1
Mujeres;3307301002;Total Asia;0
Mujeres;3307301002;China;0
Mujeres;3307301002;Pakistán;0
Mujeres;3307301002;Oceanía y Apátridas;0
Mujeres;3307301003;Total Población;866
Mujeres;3307301003;Españoles;827
Mujeres;3307301003;Total Extranjeros;39
Mujeres;3307301003;Total Unión Europea;15
Mujeres;3307301003;Alemania;0
Mujeres;3307301003;Bulgaria;0
Mujeres;3307301003;Francia;0
Mujeres;3307301003;Italia;0
Mujeres;3307301003;Polonia;2
Mujeres;3307301003;Portugal;3
Mujeres;3307301003;Rumanía;10
Mujeres;3307301003;Total Resto de Europa;0
Mujeres;3307301003;Reino Unido;0
Mujeres;3307301003;Rusia;0
Mujeres;3307301003;Ucrania;0
Mujeres;3307301003;Total África;13
Mujeres;3307301003;Argelia;0
Mujeres;3307301003;Marruecos;13
Mujeres;3307301003;Nigeria;0
Mujeres;3307301003;Senegal;0
Mujeres;3307301003;Total América;9
Mujeres;3307301003;Argentina;1
Mujeres;3307301003;Bolivia;0
Mujeres;3307301003;Brasil;0
Mujeres;3307301003;Chile;0
Mujeres;3307301003;Colombia;1
Mujeres;3307301003;Cuba;2
Mujeres;3307301003;Ecuador;0
Mujeres;3307301003;Paraguay;4
Mujeres;3307301003;Perú;0
Mujeres;3307301003;República Dominicana;0
Mujeres;3307301003;Uruguay;0
Mujeres;3307301003;Venezuela;1
Mujeres;3307301003;Total Asia;2
Mujeres;3307301003;China;2
Mujeres;3307301003;Pakistán;0
Mujeres;3307301003;Oceanía y Apátridas;0
Mujeres;3307301004;Total Población;724
Mujeres;3307301004;Españoles;704
Mujeres;3307301004;Total Extranjeros;20
Mujeres;3307301004;Total Unión Europea;8
Mujeres;3307301004;Alemania;0
Mujeres;3307301004;Bulgaria;0
Mujeres;3307301004;Francia;0
Mujeres;3307301004;Italia;2
Mujeres;3307301004;Polonia;0
Mujeres;3307301004;Portugal;2
Mujeres;3307301004;Rumanía;3
Mujeres;3307301004;Total Resto de Europa;0
Mujeres;3307301004;Reino Unido;0
Mujeres;3307301004;Rusia;0
Mujeres;3307301004;Ucrania;0
Mujeres;3307301004;Total África;0
Mujeres;3307301004;Argelia;0
Mujeres;3307301004;Marruecos;0
Mujeres;3307301004;Nigeria;0
Mujeres;3307301004;Senegal;0
Mujeres;3307301004;Total América;11
Mujeres;3307301004;Argentina;0
Mujeres;3307301004;Bolivia;0
Mujeres;3307301004;Brasil;3
Mujeres;3307301004;Chile;0
Mujeres;3307301004;Colombia;2
Mujeres;3307301004;Cuba;0
Mujeres;3307301004;Ecuador;0
Mujeres;3307301004;Paraguay;3
Mujeres;3307301004;Perú;1
Mujeres;3307301004;República Dominicana;0
Mujeres;3307301004;Uruguay;0
Mujeres;3307301004;Venezuela;0
Mujeres;3307301004;Total Asia;1
Mujeres;3307301004;China;0
Mujeres;3307301004;Pakistán;0
Mujeres;3307301004;Oceanía y Apátridas;0
Mujeres;3307301007;Total Población;645
Mujeres;3307301007;Españoles;633
Mujeres;3307301007;Total Extranjeros;12
Mujeres;3307301007;Total Unión Europea;2
Mujeres;3307301007;Alemania;0
Mujeres;3307301007;Bulgaria;0
Mujeres;3307301007;Francia;0
Mujeres;3307301007;Italia;0
Mujeres;3307301007;Polonia;0
Mujeres;3307301007;Portugal;0
Mujeres;3307301007;Rumanía;1
Mujeres;3307301007;Total Resto de Europa;0
Mujeres;3307301007;Reino Unido;0
Mujeres;3307301007;Rusia;0
Mujeres;3307301007;Ucrania;0
Mujeres;3307301007;Total África;3
Mujeres;3307301007;Argelia;0
Mujeres;3307301007;Marruecos;2
Mujeres;3307301007;Nigeria;1
Mujeres;3307301007;Senegal;0
Mujeres;3307301007;Total América;7
Mujeres;3307301007;Argentina;1
Mujeres;3307301007;Bolivia;0
Mujeres;3307301007;Brasil;1
Mujeres;3307301007;Chile;0
Mujeres;3307301007;Colombia;1
Mujeres;3307301007;Cuba;0
Mujeres;3307301007;Ecuador;0
Mujeres;3307301007;Paraguay;2
Mujeres;3307301007;Perú;1
Mujeres;3307301007;República Dominicana;0
Mujeres;3307301007;Uruguay;0
Mujeres;3307301007;Venezuela;0
Mujeres;3307301007;Total Asia;0
Mujeres;3307301007;China;0
Mujeres;3307301007;Pakistán;0
Mujeres;3307301007;Oceanía y Apátridas;0
Mujeres;3307301008;Total Población;343
Mujeres;3307301008;Españoles;337
Mujeres;3307301008;Total Extranjeros;6
Mujeres;3307301008;Total Unión Europea;5
Mujeres;3307301008;Alemania;0
Mujeres;3307301008;Bulgaria;0
Mujeres;3307301008;Francia;0
Mujeres;3307301008;Italia;0
Mujeres;3307301008;Polonia;0
Mujeres;3307301008;Portugal;0
Mujeres;3307301008;Rumanía;5
Mujeres;3307301008;Total Resto de Europa;0
Mujeres;3307301008;Reino Unido;0
Mujeres;3307301008;Rusia;0
Mujeres;3307301008;Ucrania;0
Mujeres;3307301008;Total África;0
Mujeres;3307301008;Argelia;0
Mujeres;3307301008;Marruecos;0
Mujeres;3307301008;Nigeria;0
Mujeres;3307301008;Senegal;0
Mujeres;3307301008;Total América;1
Mujeres;3307301008;Argentina;0
Mujeres;3307301008;Bolivia;0
Mujeres;3307301008;Brasil;0
Mujeres;3307301008;Chile;0
Mujeres;3307301008;Colombia;1
Mujeres;3307301008;Cuba;0
Mujeres;3307301008;Ecuador;0
Mujeres;3307301008;Paraguay;0
Mujeres;3307301008;Perú;0
Mujeres;3307301008;República Dominicana;0
Mujeres;3307301008;Uruguay;0
Mujeres;3307301008;Venezuela;0
Mujeres;3307301008;Total Asia;0
Mujeres;3307301008;China;0
Mujeres;3307301008;Pakistán;0
Mujeres;3307301008;Oceanía y Apátridas;0
Mujeres;3307301010;Total Población;303
Mujeres;3307301010;Españoles;297
Mujeres;3307301010;Total Extranjeros;6
Mujeres;3307301010;Total Unión Europea;3
Mujeres;3307301010;Alemania;0
Mujeres;3307301010;Bulgaria;0
Mujeres;3307301010;Francia;0
Mujeres;3307301010;Italia;0
Mujeres;3307301010;Polonia;1
Mujeres;3307301010;Portugal;0
Mujeres;3307301010;Rumanía;2
Mujeres;3307301010;Total Resto de Europa;0
Mujeres;3307301010;Reino Unido;0
Mujeres;3307301010;Rusia;0
Mujeres;3307301010;Ucrania;0
Mujeres;3307301010;Total África;0
Mujeres;3307301010;Argelia;0
Mujeres;3307301010;Marruecos;0
Mujeres;3307301010;Nigeria;0
Mujeres;3307301010;Senegal;0
Mujeres;3307301010;Total América;3
Mujeres;3307301010;Argentina;0
Mujeres;3307301010;Bolivia;0
Mujeres;3307301010;Brasil;0
Mujeres;3307301010;Chile;0
Mujeres;3307301010;Colombia;0
Mujeres;3307301010;Cuba;0
Mujeres;3307301010;Ecuador;0
Mujeres;3307301010;Paraguay;3
Mujeres;3307301010;Perú;0
Mujeres;3307301010;República Dominicana;0
Mujeres;3307301010;Uruguay;0
Mujeres;3307301010;Venezuela;0
Mujeres;3307301010;Total Asia;0
Mujeres;3307301010;China;0
Mujeres;3307301010;Pakistán;0
Mujeres;3307301010;Oceanía y Apátridas;0
Mujeres;3307301011;Total Población;350
Mujeres;3307301011;Españoles;333
